Problem ID,Problem Name,Acceptance Rate,Difficulty,Topics
773,Sliding Puzzle,64.8,Hard,"Array, Breadth-First Search, Matrix"
774,Minimize Max Distance to Gas Station,52.3,Hard,"Array, Binary Search"
775,Global and Local Inversions,42.5,Medium,"Array, Math"
776,Split BST,82.7,Medium,"Tree, Binary Search Tree, Recursion, Binary Tree"
777,Swap Adjacent in LR String,36.8,Medium,"Two Pointers, String"
778,Swim in Rising Water,60.8,Hard,"Array, Binary Search, Depth-First Search, Breadth-First Search, Union Find, Heap (Priority Queue), Matrix"
779,K-th Symbol in Grammar,46.5,Medium,"Math, Bit Manipulation, Recursion"
780,Reaching Points,33.2,Hard,Math
781,Rabbits in Forest,53.3,Medium,"Array, Hash Table, Math, Greedy"
782,Transform to Chessboard,50.9,Hard,"Array, Math, Bit Manipulation, Matrix"
783,Minimum Distance Between BST Nodes,59.5,Easy,"Tree, Depth-First Search, Breadth-First Search, Binary Search Tree, Binary Tree"
784,Letter Case Permutation,74.2,Medium,"String, Backtracking, Bit Manipulation"
785,Is Graph Bipartite?,55.7,Medium,"Depth-First Search, Breadth-First Search, Union Find, Graph"
786,K-th Smallest Prime Fraction,68,Medium,"Array, Binary Search, Sorting, Heap (Priority Queue)"
787,Cheapest Flights Within K Stops,39.3,Medium,"Dynamic Programming, Depth-First Search, Breadth-First Search, Graph, Heap (Priority Queue), Shortest Path"
788,Rotated Digits,56.4,Medium,"Math, Dynamic Programming"
789,Escape The Ghosts,61.8,Medium,"Array, Math"
790,Domino and Tromino Tiling,50.6,Medium,Dynamic Programming
791,Custom Sort String,70.7,Medium,"Hash Table, String, Sorting"
792,Number of Matching Subsequences,51,Medium,"Hash Table, String, Trie, Sorting"
793,Preimage Size of Factorial Zeroes Function,44.5,Hard,"Math, Binary Search"
794,Valid Tic-Tac-Toe State,34.7,Medium,"Array, String"
795,Number of Subarrays with Bounded Maximum,53.2,Medium,"Array, Two Pointers"
796,Rotate String,58.2,Easy,"String, String Matching"
797,All Paths From Source to Target,82.5,Medium,"Backtracking, Depth-First Search, Breadth-First Search, Graph"
798,Smallest Rotation with Highest Score,51.2,Hard,"Array, Prefix Sum"
799,Champagne Tower,58.1,Medium,Dynamic Programming
800,Similar RGB Color,67.4,Easy,"Math, String, Enumeration"
801,Minimum Swaps To Make Sequences Increasing,39.9,Hard,"Array, Dynamic Programming"
802,Find Eventual Safe States,62.6,Medium,"Depth-First Search, Breadth-First Search, Graph, Topological Sort"
803,Bricks Falling When Hit,34.7,Hard,"Array, Union Find, Matrix"
804,Unique Morse Code Words,82.8,Easy,"Array, Hash Table, String"
805,Split Array With Same Average,25.4,Hard,"Array, Math, Dynamic Programming, Bit Manipulation, Bitmask"
806,Number of Lines To Write String,68.4,Easy,"Array, String"
807,Max Increase to Keep City Skyline,86.1,Medium,"Array, Greedy, Matrix"
808,Soup Servings,54,Medium,"Math, Dynamic Programming, Probability and Statistics"
809,Expressive Words,46.1,Medium,"Array, Two Pointers, String"
810,Chalkboard XOR Game,59.6,Hard,"Array, Math, Bit Manipulation, Brainteaser, Game Theory"
811,Subdomain Visit Count,76.2,Medium,"Array, Hash Table, String, Counting"
812,Largest Triangle Area,60.6,Easy,"Array, Math, Geometry"
813,Largest Sum of Averages,53.5,Medium,"Array, Dynamic Programming"
814,Binary Tree Pruning,72.2,Medium,"Tree, Depth-First Search, Binary Tree"
815,Bus Routes,47.9,Hard,"Array, Hash Table, Breadth-First Search"
816,Ambiguous Coordinates,56.7,Medium,"String, Backtracking"
817,Linked List Components,56.8,Medium,"Hash Table, Linked List"
818,Race Car,43.7,Hard,Dynamic Programming
819,Most Common Word,44.3,Easy,"Hash Table, String, Counting"
820,Short Encoding of Words,60.4,Medium,"Array, Hash Table, String, Trie"
821,Shortest Distance to a Character,71.5,Easy,"Array, Two Pointers, String"
822,Card Flipping Game,47.4,Medium,"Array, Hash Table"
823,Binary Trees With Factors,52.9,Medium,"Array, Hash Table, Dynamic Programming"
824,Goat Latin,68.2,Easy,String
825,Friends Of Appropriate Ages,47.6,Medium,"Array, Two Pointers, Binary Search, Sorting"
826,Most Profit Assigning Work,46.5,Medium,"Array, Two Pointers, Binary Search, Greedy, Sorting"
827,Making A Large Island,47.2,Hard,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix"
828,Count Unique Characters of All Substrings of a Given String,52.4,Hard,"Hash Table, String, Dynamic Programming"
829,Consecutive Numbers Sum,41.8,Hard,"Math, Enumeration"
830,Positions of Large Groups,52.3,Easy,String
831,Masking Personal Information,48.7,Medium,String
832,Flipping an Image,81.9,Easy,"Array, Two Pointers, Matrix, Simulation"
833,Find And Replace in String,52.6,Medium,"Array, String, Sorting"
834,Sum of Distances in Tree,65.2,Hard,"Dynamic Programming, Tree, Depth-First Search, Graph"
835,Image Overlap,63.6,Medium,"Array, Matrix"
836,Rectangle Overlap,44.8,Easy,"Math, Geometry"
837,New 21 Game,45,Medium,"Math, Dynamic Programming, Sliding Window, Probability and Statistics"
838,Push Dominoes,57.1,Medium,"Two Pointers, String, Dynamic Programming"
839,Similar String Groups,54.9,Hard,"Array, String, Depth-First Search, Breadth-First Search, Union Find"
840,Magic Squares In Grid,39,Medium,"Array, Math, Matrix"
841,Keys and Rooms,73,Medium,"Depth-First Search, Breadth-First Search, Graph"
842,Split Array into Fibonacci Sequence,39,Medium,"String, Backtracking"
843,Guess the Word,39.2,Hard,"Array, Math, String, Interactive, Game Theory"
844,Backspace String Compare,49.1,Easy,"Two Pointers, String, Stack, Simulation"
845,Longest Mountain in Array,40.4,Medium,"Array, Two Pointers, Dynamic Programming, Enumeration"
846,Hand of Straights,55.9,Medium,"Array, Hash Table, Greedy, Sorting"
847,Shortest Path Visiting All Nodes,65.4,Hard,"Dynamic Programming, Bit Manipulation, Breadth-First Search, Graph, Bitmask"
848,Shifting Letters,44.8,Medium,"Array, String"
849,Maximize Distance to Closest Person,48.1,Medium,Array
850,Rectangle Area II,54.2,Hard,"Array, Segment Tree, Line Sweep, Ordered Set"
851,Loud and Rich,59.4,Medium,"Array, Depth-First Search, Graph, Topological Sort"
852,Peak Index in a Mountain Array,68.4,Medium,"Array, Binary Search"
853,Car Fleet,51.1,Medium,"Array, Stack, Sorting, Monotonic Stack"
854,K-Similar Strings,39.9,Hard,"String, Breadth-First Search"
855,Exam Room,43.3,Medium,"Design, Ordered Set"
856,Score of Parentheses,64.2,Medium,"String, Stack"
857,Minimum Cost to Hire K Workers,63.2,Hard,"Array, Greedy, Sorting, Heap (Priority Queue)"
858,Mirror Reflection,62.6,Medium,"Math, Geometry"
859,Buddy Strings,33.1,Easy,"Hash Table, String"
860,Lemonade Change,53.3,Easy,"Array, Greedy"
861,Score After Flipping Matrix,80.4,Medium,"Array, Greedy, Bit Manipulation, Matrix"
862,Shortest Subarray with Sum at Least K,26,Hard,"Array, Binary Search, Queue, Sliding Window, Heap (Priority Queue), Prefix Sum, Monotonic Queue"
863,All Nodes Distance K in Binary Tree,64.4,Medium,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
864,Shortest Path to Get All Keys,53.6,Hard,"Bit Manipulation, Breadth-First Search"
865,Smallest Subtree with all the Deepest Nodes,70.6,Medium,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
866,Prime Palindrome,26,Medium,Math
867,Transpose Matrix,71.6,Easy,"Array, Matrix, Simulation"
868,Binary Gap,63.4,Easy,Bit Manipulation
869,Reordered Power of 2,62.7,Medium,"Math, Sorting, Counting, Enumeration"
870,Advantage Shuffle,52.5,Medium,"Array, Greedy, Sorting"
871,Minimum Number of Refueling Stops,40,Hard,"Array, Dynamic Programming, Greedy, Heap (Priority Queue)"
872,Leaf-Similar Trees,70.1,Easy,"Tree, Depth-First Search, Binary Tree"
873,Length of Longest Fibonacci Subsequence,48.4,Medium,"Array, Hash Table, Dynamic Programming"
874,Walking Robot Simulation,40.1,Medium,"Array, Simulation"
875,Koko Eating Bananas,48.8,Medium,"Array, Binary Search"
876,Middle of the Linked List,78.5,Easy,"Linked List, Two Pointers"
877,Stone Game,70.5,Medium,"Array, Math, Dynamic Programming, Game Theory"
878,Nth Magical Number,35.4,Hard,"Math, Binary Search"
879,Profitable Schemes,48.3,Hard,"Array, Dynamic Programming"
880,Decoded String at Index,36.4,Medium,"String, Stack"
881,Boats to Save People,59.3,Medium,"Array, Two Pointers, Greedy, Sorting"
882,Reachable Nodes In Subdivided Graph,50.3,Hard,"Graph, Heap (Priority Queue), Shortest Path"
883,Projection Area of 3D Shapes,72.6,Easy,"Array, Math, Geometry, Matrix"
884,Uncommon Words from Two Sentences,67.3,Easy,"Hash Table, String"
885,Spiral Matrix III,74.4,Medium,"Array, Matrix, Simulation"
886,Possible Bipartition,50.6,Medium,"Depth-First Search, Breadth-First Search, Union Find, Graph"
887,Super Egg Drop,27.7,Hard,"Math, Binary Search, Dynamic Programming"
888,Fair Candy Swap,61.7,Easy,"Array, Hash Table, Binary Search, Sorting"
889,Construct Binary Tree from Preorder and Postorder Traversal,71.4,Medium,"Array, Hash Table, Divide and Conquer, Tree, Binary Tree"
890,Find and Replace Pattern,76.8,Medium,"Array, Hash Table, String"
891,Sum of Subsequence Widths,37.8,Hard,"Array, Math, Sorting"
892,Surface Area of 3D Shapes,65.9,Easy,"Array, Math, Geometry, Matrix"
893,Groups of Special-Equivalent Strings,71.7,Medium,"Array, Hash Table, String"
894,All Possible Full Binary Trees,82.7,Medium,"Dynamic Programming, Tree, Recursion, Memoization, Binary Tree"
895,Maximum Frequency Stack,66.4,Hard,"Hash Table, Stack, Design, Ordered Set"
896,Monotonic Array,61.1,Easy,Array
897,Increasing Order Search Tree,78.3,Easy,"Stack, Tree, Depth-First Search, Binary Search Tree, Binary Tree"
898,Bitwise ORs of Subarrays,38.7,Medium,"Array, Dynamic Programming, Bit Manipulation"
899,Orderly Queue,66,Hard,"Math, String, Sorting"
900,RLE Iterator,59.5,Medium,"Array, Design, Counting, Iterator"
901,Online Stock Span,65.8,Medium,"Stack, Design, Monotonic Stack, Data Stream"
902,Numbers At Most N Given Digit Set,42.4,Hard,"Array, Math, Binary Search, Dynamic Programming"
903,Valid Permutations for DI Sequence,57.4,Hard,Dynamic Programming
904,Fruit Into Baskets,44.3,Medium,"Array, Hash Table, Sliding Window"
905,Sort Array By Parity,76.2,Easy,"Array, Two Pointers, Sorting"
906,Super Palindromes,38.9,Hard,"Math, Enumeration"
907,Sum of Subarray Minimums,37.4,Medium,"Array, Dynamic Programming, Stack, Monotonic Stack"
908,Smallest Range I,70,Easy,"Array, Math"
909,Snakes and Ladders,43.8,Medium,"Array, Breadth-First Search, Matrix"
910,Smallest Range II,36.2,Medium,"Array, Math, Greedy, Sorting"
911,Online Election,51.9,Medium,"Array, Hash Table, Binary Search, Design"
912,Sort an Array,56.4,Medium,"Array, Divide and Conquer, Sorting, Heap (Priority Queue), Merge Sort, Bucket Sort, Radix Sort, Counting Sort"
913,Cat and Mouse,33.9,Hard,"Math, Dynamic Programming, Graph, Topological Sort, Memoization, Game Theory"
914,X of a Kind in a Deck of Cards,30,Easy,"Array, Hash Table, Math, Counting, Number Theory"
915,Partition Array into Disjoint Intervals,48.8,Medium,Array
916,Word Subsets,52.2,Medium,"Array, Hash Table, String"
917,Reverse Only Letters,64.6,Easy,"Two Pointers, String"
918,Maximum Sum Circular Subarray,44.9,Medium,"Array, Divide and Conquer, Dynamic Programming, Queue, Monotonic Queue"
919,Complete Binary Tree Inserter,65.6,Medium,"Tree, Breadth-First Search, Design, Binary Tree"
920,Number of Music Playlists,60.5,Hard,"Math, Dynamic Programming, Combinatorics"
921,Minimum Add to Make Parentheses Valid,75.1,Medium,"String, Stack, Greedy"
922,Sort Array By Parity II,70.7,Easy,"Array, Two Pointers, Sorting"
923,3Sum With Multiplicity,45.4,Medium,"Array, Hash Table, Two Pointers, Sorting, Counting"
924,Minimize Malware Spread,42.1,Hard,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix"
925,Long Pressed Name,32.3,Easy,"Two Pointers, String"
926,Flip String to Monotone Increasing,61.4,Medium,"String, Dynamic Programming"
927,Three Equal Parts,39.8,Hard,"Array, Math"
928,Minimize Malware Spread II,43.6,Hard,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix"
929,Unique Email Addresses,67.2,Easy,"Array, Hash Table, String"
930,Binary Subarrays With Sum,62.3,Medium,"Array, Hash Table, Sliding Window, Prefix Sum"
931,Minimum Falling Path Sum,64.1,Medium,"Array, Dynamic Programming, Matrix"
932,Beautiful Array,65.8,Medium,"Array, Math, Divide and Conquer"
933,Number of Recent Calls,75.2,Easy,"Design, Queue, Data Stream"
934,Shortest Bridge,57.7,Medium,"Array, Depth-First Search, Breadth-First Search, Matrix"
935,Knight Dialer,60.1,Medium,Dynamic Programming
936,Stamping The Sequence,62.5,Hard,"String, Stack, Greedy, Queue"
937,Reorder Data in Log Files,56.4,Medium,"Array, String, Sorting"
938,Range Sum of BST,86.8,Easy,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
939,Minimum Area Rectangle,53.7,Medium,"Array, Hash Table, Math, Geometry, Sorting"
940,Distinct Subsequences II,43.1,Hard,"String, Dynamic Programming"
941,Valid Mountain Array,33.4,Easy,Array
942,DI String Match,78.6,Easy,"Array, Math, Two Pointers, String, Greedy"
943,Find the Shortest Superstring,43.9,Hard,"Array, String, Dynamic Programming, Bit Manipulation, Bitmask"
944,Delete Columns to Make Sorted,74.6,Easy,"Array, String"
945,Minimum Increment to Make Array Unique,52.5,Medium,"Array, Greedy, Sorting, Counting"
946,Validate Stack Sequences,69.5,Medium,"Array, Stack, Simulation"
947,Most Stones Removed with Same Row or Column,58.9,Medium,"Depth-First Search, Union Find, Graph"
948,Bag of Tokens,58.9,Medium,"Array, Two Pointers, Greedy, Sorting"
949,Largest Time for Given Digits,35.2,Medium,"String, Enumeration"
950,Reveal Cards In Increasing Order,82.9,Medium,"Array, Queue, Sorting, Simulation"
951,Flip Equivalent Binary Trees,66.9,Medium,"Tree, Depth-First Search, Binary Tree"
952,Largest Component Size by Common Factor,40.7,Hard,"Array, Math, Union Find"
953,Verifying an Alien Dictionary,55,Easy,"Array, Hash Table, String"
954,Array of Doubled Pairs,39.2,Medium,"Array, Hash Table, Greedy, Sorting"
955,Delete Columns to Make Sorted II,35.2,Medium,"Array, String, Greedy"
956,Tallest Billboard,52.3,Hard,"Array, Dynamic Programming"
957,Prison Cells After N Days,38.9,Medium,"Array, Hash Table, Math, Bit Manipulation"
958,Check Completeness of a Binary Tree,56.9,Medium,"Tree, Breadth-First Search, Binary Tree"
959,Regions Cut By Slashes,69.4,Medium,"Depth-First Search, Breadth-First Search, Union Find, Graph"
960,Delete Columns to Make Sorted III,58,Hard,"Array, String, Dynamic Programming"
961,N-Repeated Element in Size 2N Array,76.7,Easy,"Array, Hash Table"
962,Maximum Width Ramp,50,Medium,"Array, Stack, Monotonic Stack"
963,Minimum Area Rectangle II,54.8,Medium,"Array, Math, Geometry"
964,Least Operators to Express Number,48.5,Hard,"Math, Dynamic Programming"
965,Univalued Binary Tree,70.9,Easy,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
966,Vowel Spellchecker,51.4,Medium,"Array, Hash Table, String"
967,Numbers With Same Consecutive Differences,58,Medium,"Backtracking, Breadth-First Search"
968,Binary Tree Cameras,46.6,Hard,"Dynamic Programming, Tree, Depth-First Search, Binary Tree"
969,Pancake Sorting,70.7,Medium,"Array, Two Pointers, Greedy, Sorting"
970,Powerful Integers,43.8,Medium,"Hash Table, Math"
971,Flip Binary Tree To Match Preorder Traversal,50.5,Medium,"Tree, Depth-First Search, Binary Tree"
972,Equal Rational Numbers,43.9,Hard,"Math, String"
973,K Closest Points to Origin,66.4,Medium,"Array, Math, Divide and Conquer, Geometry, Sorting, Heap (Priority Queue), Quickselect"
974,Subarray Sums Divisible by K,54,Medium,"Array, Hash Table, Prefix Sum"
975,Odd Even Jump,39.9,Hard,"Array, Dynamic Programming, Stack, Monotonic Stack, Ordered Set"
976,Largest Perimeter Triangle,56,Easy,"Array, Math, Greedy, Sorting"
977,Squares of a Sorted Array,72.8,Easy,"Array, Two Pointers, Sorting"
978,Longest Turbulent Subarray,47.4,Medium,"Array, Dynamic Programming, Sliding Window"
979,Distribute Coins in Binary Tree,77,Medium,"Tree, Depth-First Search, Binary Tree"
980,Unique Paths III,81.7,Hard,"Array, Backtracking, Bit Manipulation, Matrix"
981,Time Based Key-Value Store,49.4,Medium,"Hash Table, String, Binary Search, Design"
982,Triples with Bitwise AND Equal To Zero,58.1,Hard,"Array, Hash Table, Bit Manipulation"
983,Minimum Cost For Tickets,65.3,Medium,"Array, Dynamic Programming"
984,String Without AAA or BBB,43.9,Medium,"String, Greedy"
985,Sum of Even Numbers After Queries,68.1,Medium,"Array, Simulation"
986,Interval List Intersections,71.7,Medium,"Array, Two Pointers"
987,Vertical Order Traversal of a Binary Tree,47.6,Hard,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
988,Smallest String Starting From Leaf,60.5,Medium,"String, Tree, Depth-First Search, Binary Tree"
989,Add to Array-Form of Integer,45.3,Easy,"Array, Math"
990,Satisfiability of Equality Equations,50.5,Medium,"Array, String, Union Find, Graph"
991,Broken Calculator,54.4,Medium,"Math, Greedy"
992,Subarrays with K Different Integers,63.1,Hard,"Array, Hash Table, Sliding Window, Counting"
993,Cousins in Binary Tree,56.1,Easy,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
994,Rotting Oranges,54.1,Medium,"Array, Breadth-First Search, Matrix"
995,Minimum Number of K Consecutive Bit Flips,51.6,Hard,"Array, Bit Manipulation, Sliding Window, Prefix Sum"
996,Number of Squareful Arrays,50.1,Hard,"Array, Math, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask"
997,Find the Town Judge,49.8,Easy,"Array, Hash Table, Graph"
998,Maximum Binary Tree II,69.1,Medium,"Tree, Binary Tree"
999,Available Captures for Rook,69,Easy,"Array, Matrix, Simulation"
1000,Minimum Cost to Merge Stones,43,Hard,"Array, Dynamic Programming"
1001,Grid Illumination,36.7,Hard,"Array, Hash Table"
1002,Find Common Characters,68.9,Easy,"Array, Hash Table, String"
1003,Check If Word Is Valid After Substitutions,59.6,Medium,"String, Stack"
1004,Max Consecutive Ones III,63,Medium,"Array, Binary Search, Sliding Window, Prefix Sum"
1005,Maximize Sum Of Array After K Negations,51.1,Easy,"Array, Greedy, Sorting"
1006,Clumsy Factorial,57.1,Medium,"Math, Stack, Simulation"
1007,Minimum Domino Rotations For Equal Row,52.2,Medium,"Array, Greedy"
1008,Construct Binary Search Tree from Preorder Traversal,82,Medium,"Array, Stack, Tree, Binary Search Tree, Monotonic Stack, Binary Tree"
1009,Complement of Base 10 Integer,60.8,Easy,Bit Manipulation
1010,Pairs of Songs With Total Durations Divisible by 60,52.9,Medium,"Array, Hash Table, Counting"
1011,Capacity To Ship Packages Within D Days,69.5,Medium,"Array, Binary Search"
1012,Numbers With Repeated Digits,42.1,Hard,"Math, Dynamic Programming"
1013,Partition Array Into Three Parts With Equal Sum,42,Easy,"Array, Greedy"
1014,Best Sightseeing Pair,59.2,Medium,"Array, Dynamic Programming"
1015,Smallest Integer Divisible by K,46.6,Medium,"Hash Table, Math"
1016,Binary String With Substrings Representing 1 To N,57.4,Medium,String
1017,Convert to Base -2,60.6,Medium,Math
1018,Binary Prefix Divisible By 5,46.7,Easy,Array
1019,Next Greater Node In Linked List,60.8,Medium,"Array, Linked List, Stack, Monotonic Stack"
1020,Number of Enclaves,68.7,Medium,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix"
1021,Remove Outermost Parentheses,82.6,Easy,"String, Stack"
1022,Sum of Root To Leaf Binary Numbers,73.1,Easy,"Tree, Depth-First Search, Binary Tree"
1023,Camelcase Matching,62.3,Medium,"Two Pointers, String, Trie, String Matching"
1024,Video Stitching,51.4,Medium,"Array, Dynamic Programming, Greedy"
1025,Divisor Game,68.8,Easy,"Math, Dynamic Programming, Brainteaser, Game Theory"
1026,Maximum Difference Between Node and Ancestor,78.1,Medium,"Tree, Depth-First Search, Binary Tree"
1027,Longest Arithmetic Subsequence,49.1,Medium,"Array, Hash Table, Binary Search, Dynamic Programming"
1028,Recover a Tree From Preorder Traversal,74.4,Hard,"String, Tree, Depth-First Search, Binary Tree"
1029,Two City Scheduling,66.7,Medium,"Array, Greedy, Sorting"
1030,Matrix Cells in Distance Order,71.1,Easy,"Array, Math, Geometry, Sorting, Matrix"
1031,Maximum Sum of Two Non-Overlapping Subarrays,59.7,Medium,"Array, Dynamic Programming, Sliding Window"
1032,Stream of Characters,52,Hard,"Array, String, Design, Trie, Data Stream"
1033,Moving Stones Until Consecutive,47.9,Medium,"Math, Brainteaser"
1034,Coloring A Border,49,Medium,"Array, Depth-First Search, Breadth-First Search, Matrix"
1035,Uncrossed Lines,63,Medium,"Array, Dynamic Programming"
1036,Escape a Large Maze,34.8,Hard,"Array, Hash Table, Depth-First Search, Breadth-First Search"
1037,Valid Boomerang,37,Easy,"Array, Math, Geometry"
1038,Binary Search Tree to Greater Sum Tree,85.8,Medium,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
1039,Minimum Score Triangulation of Polygon,58.9,Medium,"Array, Dynamic Programming"
1040,Moving Stones Until Consecutive II,56.7,Medium,"Array, Math, Two Pointers, Sorting"
1041,Robot Bounded In Circle,55.7,Medium,"Math, String, Simulation"
1042,Flower Planting With No Adjacent,51.2,Medium,"Depth-First Search, Breadth-First Search, Graph"
1043,Partition Array for Maximum Sum,76.5,Medium,"Array, Dynamic Programming"
1044,Longest Duplicate Substring,30.5,Hard,"String, Binary Search, Sliding Window, Rolling Hash, Suffix Array, Hash Function"
1045,Customers Who Bought All Products,61.7,Medium,Database
1046,Last Stone Weight,65.4,Easy,"Array, Heap (Priority Queue)"
1047,Remove All Adjacent Duplicates In String,69.6,Easy,"String, Stack"
1048,Longest String Chain,61.1,Medium,"Array, Hash Table, Two Pointers, String, Dynamic Programming"
1049,Last Stone Weight II,55.4,Medium,"Array, Dynamic Programming"
1050,Actors and Directors Who Cooperated At Least Three Times,69.9,Easy,Database
1051,Height Checker,76.6,Easy,"Array, Sorting, Counting Sort"
1052,Grumpy Bookstore Owner,57.1,Medium,"Array, Sliding Window"
1053,Previous Permutation With One Swap,49.7,Medium,"Array, Greedy"
1054,Distant Barcodes,46.5,Medium,"Array, Hash Table, Greedy, Sorting, Heap (Priority Queue), Counting"
1055,Shortest Way to Form String,60.2,Medium,"String, Dynamic Programming, Greedy"
1056,Confusing Number,48.7,Easy,Math
1057,Campus Bikes,58.6,Medium,"Array, Greedy, Sorting"
1058,Minimize Rounding Error to Meet Target,45.1,Medium,"Array, Math, String, Greedy"
1059,All Paths from Source Lead to Destination,37.7,Medium,"Depth-First Search, Graph"
1060,Missing Element in Sorted Array,56.9,Medium,"Array, Binary Search"
1061,Lexicographically Smallest Equivalent String,76.6,Medium,"String, Union Find"
1062,Longest Repeating Substring,60.7,Medium,"String, Binary Search, Dynamic Programming, Rolling Hash, Suffix Array, Hash Function"
1063,Number of Valid Subarrays,78.7,Hard,"Array, Stack, Monotonic Stack"
1064,Fixed Point,64.1,Easy,"Array, Binary Search"
1065,Index Pairs of a String,67.4,Easy,"Array, String, Trie, Sorting"
1066,Campus Bikes II,55.2,Medium,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask"
1067,Digit Count in Range,46.3,Hard,"Math, Dynamic Programming"
1068,Product Sales Analysis I,82,Easy,Database
1069,Product Sales Analysis II,81.8,Easy,Database
1070,Product Sales Analysis III,42.3,Medium,Database
1071,Greatest Common Divisor of Strings,51.4,Easy,"Math, String"
1072,Flip Columns For Maximum Number of Equal Rows,63.9,Medium,"Array, Hash Table, Matrix"
1073,Adding Two Negabinary Numbers,36.8,Medium,"Array, Math"
1074,Number of Submatrices That Sum to Target,74.4,Hard,"Array, Hash Table, Matrix, Prefix Sum"
1075,Project Employees I,61,Easy,Database
1076,Project Employees II,49.9,Easy,Database
1077,Project Employees III,76.5,Medium,Database
1078,Occurrences After Bigram,63.4,Easy,String
1079,Letter Tile Possibilities,76.2,Medium,"String, Backtracking"
1080,Insufficient Nodes in Root to Leaf Paths,55.5,Medium,"Tree, Depth-First Search, Binary Tree"
1081,Smallest Subsequence of Distinct Characters,60.9,Medium,"String, Stack, Greedy, Monotonic Stack"
1082,Sales Analysis I,74.2,Easy,Database
1083,Sales Analysis II,49.7,Easy,Database
1084,Sales Analysis III,46.6,Easy,Database
1085,Sum of Digits in the Minimum Number,76.4,Easy,"Array, Math"
1086,High Five,74.5,Easy,"Array, Hash Table, Sorting"
1087,Brace Expansion,66.4,Medium,"String, Backtracking, Breadth-First Search"
1088,Confusing Number II,47.2,Hard,"Math, Backtracking"
1089,Duplicate Zeros,51.9,Easy,"Array, Two Pointers"
1090,Largest Values From Labels,62,Medium,"Array, Hash Table, Greedy, Sorting, Counting"
1091,Shortest Path in Binary Matrix,47.4,Medium,"Array, Breadth-First Search, Matrix"
1092,Shortest Common Supersequence,59,Hard,"String, Dynamic Programming"
1093,Statistics from a Large Sample,42.1,Medium,"Math, Two Pointers, Probability and Statistics"
1094,Car Pooling,56.1,Medium,"Array, Sorting, Heap (Priority Queue), Simulation, Prefix Sum"
1095,Find in Mountain Array,40.4,Hard,"Array, Binary Search, Interactive"
1096,Brace Expansion II,63.7,Hard,"String, Backtracking, Stack, Breadth-First Search"
1097,Game Play Analysis V,51.2,Hard,Database
1098,Unpopular Books,43.1,Medium,Database
1099,Two Sum Less Than K,61.8,Easy,"Array, Two Pointers, Binary Search, Sorting"
1100,Find K-Length Substrings With No Repeated Characters,74.7,Medium,"Hash Table, String, Sliding Window"
1101,The Earliest Moment When Everyone Become Friends,64.6,Medium,"Array, Union Find"
1102,Path With Maximum Minimum Value,53.6,Medium,"Array, Depth-First Search, Breadth-First Search, Union Find, Heap (Priority Queue), Matrix"
1103,Distribute Candies to People,65.2,Easy,"Math, Simulation"
1104,Path In Zigzag Labelled Binary Tree,75.3,Medium,"Math, Tree, Binary Tree"
1105,Filling Bookcase Shelves,59.5,Medium,"Array, Dynamic Programming"
1106,Parsing A Boolean Expression,59.1,Hard,"String, Stack, Recursion"
1107,New Users Daily Count,44.6,Medium,Database
1108,Defanging an IP Address,89.1,Easy,String
1109,Corporate Flight Bookings,61.7,Medium,"Array, Prefix Sum"
1110,Delete Nodes And Return Forest,69.1,Medium,"Tree, Depth-First Search, Binary Tree"
1111,Maximum Nesting Depth of Two Valid Parentheses Strings,72,Medium,"String, Stack"
1112,Highest Grade For Each Student,70.8,Medium,Database
1113,Reported Posts,64.9,Easy,Database
1114,Print in Order,69.4,Easy,Concurrency
1115,Print FooBar Alternately,65.8,Medium,Concurrency
1116,Print Zero Even Odd,60.9,Medium,Concurrency
1117,Building H2O,56.2,Medium,Concurrency
1118,Number of Days in a Month,58.2,Easy,Math
1119,Remove Vowels from a String,91.1,Easy,String
1120,Maximum Average Subtree,66.6,Medium,"Tree, Depth-First Search, Binary Tree"
1121,Divide Array Into Increasing Sequences,61.3,Hard,"Array, Greedy"
1122,Relative Sort Array,69.1,Easy,"Array, Hash Table, Sorting, Counting Sort"
1123,Lowest Common Ancestor of Deepest Leaves,72.3,Medium,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
1124,Longest Well-Performing Interval,34.9,Medium,"Array, Hash Table, Stack, Monotonic Stack, Prefix Sum"
1125,Smallest Sufficient Team,55.6,Hard,"Array, Dynamic Programming, Bit Manipulation, Bitmask"
1126,Active Businesses,65.6,Medium,Database
1127,User Purchase Platform,47.5,Hard,Database
